elenão; 30 
elenunca; 13 
elenao; 12 
elesim; 9 
newprofilepic; 9 
bolsonaro17; 9 
rouanetnão; 8 
milhoescombolsonaro; 8 
meubolsominionsecreto; 7 
debateredetv; 7 
bolsonaronojornalnacional; 6 
mulherescombolsonaro; 6 
thebest; 6 
quemmandoumatarbolsonaro; 6 
cirofilhodaputa; 5 
tbt; 5 
afazenda10; 5 
euquerobolsonaro; 5 
captainmarvel; 4 
verguenzaconmebol; 4 
libertadoresfoxsports; 4 
g1; 4 
joaonosbt; 4 
calabocacirodenovo; 4 
salvemasbaleias; 3 
bolsonaronãoécorrupto; 3 
appleevent; 3 
kamikaze; 3 
eleições2018; 3 
corinthians108anos; 3 
thevoicebrasil; 3 
falamaisgentili; 3 
nflnaespn; 3 
premierleagueredetv; 3 
bolsonaro17no1ºturno; 3 
joãonosbt; 3 
bolsonaropresidente17; 3 
loveforshawn; 3 
foraloss; 2 
vaicorinthians; 2 
souotipodepessoaq; 2 
happybinnieday; 2 
digaumavdd; 2 
somostodosbolsonaro; 2 
galo; 2 
paunocudaonu; 2 
friendsday; 2 
rt; 2 
ciraonosegundoturno; 2 
dingdong; 2 
vasco120; 2 
segueolider; 2 
vamossãopaulo; 2 
cblol; 2 
oremos; 2 
forçabolsonaro; 2 
dia7é17; 2 
bolsonaro; 2 
paz; 2 
jornaldaglobo; 2 
repost; 2 
vídeo; 2 
lutomuseunacional; 2 
fridayfeeling; 2 
luto; 2 
nfl; 2 
nflbrasil; 2 
vamosfogo; 2 
futsalnosportv; 2 
nofapseptember; 2 
emmys; 2 
clientwork; 2 
justdoit; 2 
mulherescombolsoanaro; 2 
lixeiramemes; 2 
fifafootballawards; 2 
ti8br; 2 
criançaesperança; 2 
vamointer; 2 
bbdebate; 2 
premierleaguenaespn; 2 
novafotodoperfil; 2 
libertadores; 2 
grêmio115anos; 2 
flyeaglesfly; 2 
áries; 2 
supernaturalday; 2 
ucl; 2 
nossofutebol; 2 
flaxgre; 2 
swedennationalteam; 2 
globo; 2 
premierleague; 2 
palmeiras; 2 
ripcatra; 2 
angelinajolie; 2 
joãonosdebates; 2 
ffartistshawn; 2 
ps4share; 2 
forcabolsonaro; 2 
calabocaciro; 2 
somos17; 2 
spidermanps4; 2 
gostariadeter; 2 
brasilacimadetudodeusacimadetodos; 2 
fiel; 1 
pgcity; 1 
marinanojornalnacional; 1 
citepolemicas; 1 
forcaanitta; 1 
emocionante; 1 
sextou; 1 
masterchefbr; 1 
democraciasim; 1 
respectariana; 1 
correios; 1 
geraldonojn; 1 
vamosfalarsobrelúpulo; 1 
omg; 1 
해피유아데이; 1 
ohmygirl; 1 
happyyooaday; 1 
생일축하합니다; 1 
wjsn; 1 
비니; 1 
유아; 1 
해피비니데이; 1 
oficial; 1 
불꽃놀이; 1 
오마이걸; 1 
trufatiramisù; 1 
videoshow; 1 
natáliadovalle; 1 
foda; 1 
ocapitãovoltou; 1 
somostodosmoro; 1 
demais; 1 
orgulhoepaixão; 1 
diva; 1 
ladymargareth; 1 
xavier; 1 
top; 1 
lulainelegivel; 1 
camxcap; 1 
killshot; 1 
fall; 1 
euseiquevocêtreme; 1 
remembergreys; 1 
tvtime; 1 
cwb; 1 
credo; 1 
fato; 1 
gêmeos; 1 
vênus; 1 
conselhotaurino; 1 
pas; 1 
forçaanitta; 1 
bolsonaronaoecorrupto; 1 
enqueteseleições; 1 
reviravoltanaeleicao; 1 
bolsonaroanojornalnacional; 1 
saidapeladireita; 1 
presidente; 1 
sierraburgessisaloser; 1 
caldeiraotour; 1 
hemoji; 1 
eferiadoeeu; 1 
brasileirão2018; 1 
binary; 1 
scrgif; 1 
awslambda; 1 
expressjs; 1 
teresinaévasco; 1 
fé; 1 
timedavirada; 1 
vemmaisporaí; 1 
savemarianajoyce; 1 
savemarinajoyce; 1 
spfctv; 1 
voltajorginho; 1 
macmiller; 1 
forçapedro; 1 
câncer; 1 
tchaumarina; 1 
afazendaaovivo; 1 
desafiodapuberdade; 1 
teatro; 1 
cadaufazobem; 1 
deurec; 1 
mensalinhodotwitter; 1 
embreve; 1 
handportalchallenge; 1 
psa; 1 
bebedopapai; 1 
lorena; 1 
summer2018; 1 
